mapTarget,mapTargetName
L97.509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity
L97.409,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity
L98.499,Non-pressure chronic ulcer of skin of other sites with unspecified severity
K30,Functional dyspepsia
P92.1,Regurgitation and rumination of newborn
R11.10,"Vomiting, unspecified"
R19.8,Other specified symptoms and signs involving the digestive system and abdomen
R10.11,Right upper quadrant pain
R10.811,Right upper quadrant abdominal tenderness
K82.9,"Disease of gallbladder, unspecified"
I70.361,"Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, right leg"
I70.269,"Atherosclerosis of native arteries of extremities with gangrene, unspecified extremity"
I70.261,"Atherosclerosis of native arteries of extremities with gangrene, right leg"
I70.262,"Atherosclerosis of native arteries of extremities with gangrene, left leg"
I70.268,"Atherosclerosis of native arteries of extremities with gangrene, other extremity"
I70.263,"Atherosclerosis of native arteries of extremities with gangrene, bilateral legs"
I70.461,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg"
I70.362,"Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, left leg"
I70.462,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg"
I96,"Gangrene, not elsewhere classified"
E88.9,"Metabolic disorder, unspecified"
R09.02,Hypoxemia
E87.4,Mixed disorder of acid-base balance
Z33.1,"Pregnant state, incidental"
E74.818,Other disorders of glucose transport
R73.09,Other abnormal glucose
P24.81,Other neonatal aspiration with respiratory symptoms
K21.00,"Gastro-esophageal reflux disease with esophagitis, without bleeding"
B95.2,Enterococcus as the cause of diseases classified elsewhere
I21.9,"Acute myocardial infarction, unspecified"
D33.3,Benign neoplasm of cranial nerves
E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
R94.4,Abnormal results of kidney function studies
R74.8,Abnormal levels of other serum enzymes
N28.89,Other specified disorders of kidney and ureter
R10.829,"Rebound abdominal tenderness, unspecified site"
Q51.828,Other congenital malformations of cervix
I69.365,"Other paralytic syndrome following cerebral infarction, bilateral"
I69.369,Other paralytic syndrome following cerebral infarction affecting unspecified side
N23,Unspecified renal colic
N31.0,"Uninhibited neuropathic bladder, not elsewhere classified"
R39.16,Straining to void
N40.1,Benign prostatic hyperplasia with lower urinary tract symptoms
R39.198,Other difficulties with micturition
N35.92,"Unspecified urethral stricture, female"
N35.919,"Unspecified urethral stricture, male, unspecified site"
R82.998,Other abnormal findings in urine
R82.0,Chyluria
R82.5,"Elevated urine levels of drugs, medicaments and biological substances"
R82.90,Unspecified abnormal findings in urine
T83.89X?,"Other specified complication of genitourinary prosthetic devices, implants and grafts, episode of care unspecified"
E06.9,"Thyroiditis, unspecified"
E03.9,"Hypothyroidism, unspecified"
Z30.41,Encounter for surveillance of contraceptive pills
Z64.0,Problems related to unwanted pregnancy
N96,Recurrent pregnancy loss
O48.0,Post-term pregnancy
Z34.90,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
O02.81,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
R94.8,Abnormal results of function studies of other organs and systems
E30.8,Other disorders of puberty
N64.89,Other specified disorders of breast
N62,Hypertrophy of breast
R41.81,Age-related cognitive decline
R46.1,Bizarre personal appearance
Z63.8,Other specified problems related to primary support group
Z63.0,Problems in relationship with spouse or partner
F98.8,Other specified behavioral and emotional disorders with onset usually occurring in childhood and adolescence
P23.6,Congenital pneumonia due to other bacterial agents
Z16.21,Resistance to vancomycin
R41.89,Other symptoms and signs involving cognitive functions and awareness
R45.851,Suicidal ideations
F45.22,Body dysmorphic disorder
F40.210,Arachnophobia
F40.230,Fear of blood
F42.8,Other obsessive-compulsive disorder
F40.220,Fear of thunderstorms
F40.248,Other situational type phobia
F40.290,Androphobia
F40.291,Gynephobia
R47.89,Other speech disturbances
F81.81,Disorder of written expression
D72.89,Other specified disorders of white blood cells
F23,Brief psychotic disorder
R41.83,Borderline intellectual functioning
F07.0,Personality change due to known physiological condition
F60.89,Other specific personality disorders
F68.8,Other specified disorders of adult personality and behavior
F91.8,Other conduct disorders
T74.22X?,"Child sexual abuse, confirmed, episode of care unspecified"
F63.1,Pyromania
F65.9,"Paraphilia, unspecified"
Z72.53,High risk bisexual behavior
Z72.52,High risk homosexual behavior
Z72.51,High risk heterosexual behavior
F52.8,Other sexual dysfunction not due to a substance or known physiological condition
B18.9,"Chronic viral hepatitis, unspecified"
T74.21X?,"Adult sexual abuse, confirmed, episode of care unspecified"
Z30.40,"Encounter for surveillance of contraceptives, unspecified"
R94.09,Abnormal results of other function studies of central nervous system
R94.112,Abnormal visually evoked potential [VEP]
R94.120,Abnormal auditory function study
V29.99X?,"Rider (driver) (passenger) of other motorcycle injured in unspecified traffic accident, episode of care unspecified"
R29.2,Abnormal reflex
R26.89,Other abnormalities of gait and mobility
T69.8XX?,"Other specified effects of reduced temperature, episode of care unspecified"
P83.9,"Condition of the integument specific to newborn, unspecified"
L98.9,"Disorder of the skin and subcutaneous tissue, unspecified"
R44.8,Other symptoms and signs involving general sensations and perceptions
S09.8XX?,"Other specified injuries of head, episode of care unspecified"
R51.9,"Headache, unspecified"
J15.6,Pneumonia due to other Gram-negative bacteria
G44.82,Headache associated with sexual activity
A68.1,Tick-borne relapsing fever
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris
I25.2,Old myocardial infarction
G44.84,Primary exertional headache
T39.8X4?,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, undetermined, episode of care unspecified"
G44.40,"Drug-induced headache, not elsewhere classified, not intractable"
M54.12,"Radiculopathy, cervical region"
M54.14,"Radiculopathy, thoracic region"
M54.17,"Radiculopathy, lumbosacral region"
R42,Dizziness and giddiness
R29.818,Other symptoms and signs involving the nervous system
E27.0,Other adrenocortical overactivity
J37.0,Chronic laryngitis
O36.8990,"Maternal care for other specified fetal problems, unspecified trimester, not applicable or unspecified"
S02.19X?,"Other fracture of base of skull, episode of care unspecified"
D80.2,Selective deficiency of immunoglobulin A [IgA]
D80.8,Other immunodeficiencies with predominantly antibody defects
D80.6,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia
D80.9,"Immunodeficiency with predominantly antibody defects, unspecified"
D49.9,Neoplasm of unspecified behavior of unspecified site
D84.9,"Immunodeficiency, unspecified"
T66.XXXS,"Radiation sickness, unspecified, sequela"
T45.1X5?,"Adverse effect of antineoplastic and immunosuppressive drugs, episode of care unspecified"
D89.9,"Disorder involving the immune mechanism, unspecified"
O09.30,"Supervision of pregnancy with insufficient antenatal care, unspecified trimester"
S12.9XX?,"Fracture of neck, unspecified, episode of care unspecified"
S14.139?,"Anterior cord syndrome at unspecified level of cervical spinal cord, episode of care unspecified"
S14.129?,"Central cord syndrome at unspecified level of cervical spinal cord, episode of care unspecified"
S14.159?,"Other incomplete lesion at unspecified level of cervical spinal cord, episode of care unspecified"
S11.019?,"Unspecified open wound of larynx, episode of care unspecified"
S11.029?,"Unspecified open wound of trachea, episode of care unspecified"
R49.22,Hyponasality
M46.02,"Spinal enthesopathy, cervical region"
M46.06,"Spinal enthesopathy, lumbar region"
M46.08,"Spinal enthesopathy, sacral and sacrococcygeal region"
M46.04,"Spinal enthesopathy, thoracic region"
M46.03,"Spinal enthesopathy, cervicothoracic region"
M46.01,"Spinal enthesopathy, occipito-atlanto-axial region"
M46.07,"Spinal enthesopathy, lumbosacral region"
M46.05,"Spinal enthesopathy, thoracolumbar region"
M46.00,"Spinal enthesopathy, site unspecified"
K56.50,"Intestinal adhesions [bands], unspecified as to partial versus complete obstruction"
H70.92,"Unspecified mastoiditis, left ear"
H70.91,"Unspecified mastoiditis, right ear"
H70.019,"Subperiosteal abscess of mastoid, unspecified ear"
H70.012,"Subperiosteal abscess of mastoid, left ear"
H70.011,"Subperiosteal abscess of mastoid, right ear"
H70.009,"Acute mastoiditis without complications, unspecified ear"
D69.49,Other primary thrombocytopenia
Z01.83,Encounter for blood typing
F80.89,Other developmental disorders of speech and language
R47.01,Aphasia
R94.113,Abnormal oculomotor study
H51.9,Unspecified disorder of binocular movement
H51.0,Palsy (spasm) of conjugate gaze
R94.118,Abnormal results of other function studies of eye
F14.94,"Cocaine use, unspecified with cocaine-induced mood disorder"
H57.04,Mydriasis
H57.00,Unspecified anomaly of pupillary function
H93.291,"Other abnormal auditory perceptions, right ear"
H93.292,"Other abnormal auditory perceptions, left ear"
H93.293,"Other abnormal auditory perceptions, bilateral"
H93.299,"Other abnormal auditory perceptions, unspecified ear"
Z82.69,Family history of other diseases of the musculoskeletal system and connective tissue
M46.94,"Unspecified inflammatory spondylopathy, thoracic region"
M46.44,"Discitis, unspecified, thoracic region"
M47.814,"Spondylosis without myelopathy or radiculopathy, thoracic region"
M46.54,"Other infective spondylopathies, thoracic region"
M46.34,"Infection of intervertebral disc (pyogenic), thoracic region"
M46.33,"Infection of intervertebral disc (pyogenic), cervicothoracic region"
M46.35,"Infection of intervertebral disc (pyogenic), thoracolumbar region"
M08.90,"Juvenile arthritis, unspecified, unspecified site"
M13.88,"Other specified arthritis, other site"
Z97.3,Presence of spectacles and contact lenses
R49.8,Other voice and resonance disorders
K63.89,Other specified diseases of intestine
I27.81,Cor pulmonale (chronic)
I50.813,Acute on chronic right heart failure
I50.810,"Right heart failure, unspecified"
E23.0,Hypopituitarism
I77.0,"Arteriovenous fistula, acquired"
A51.2,Primary syphilis of other sites
L56.3,Solar urticaria
X32.XXX?,"Exposure to sunlight, episode of care unspecified"
F01.518,"Vascular dementia, unspecified severity, with other behavioral disturbance"
I63.9,"Cerebral infarction, unspecified"
R41.0,"Disorientation, unspecified"
K91.89,Other postprocedural complications and disorders of digestive system
J03.90,"Acute tonsillitis, unspecified"
C43.9,"Malignant melanoma of skin, unspecified"
C80.0,"Disseminated malignant neoplasm, unspecified"
R23.4,Changes in skin texture
R89.7,"Abnormal histological findings in specimens from other organs, systems and tissues"
R87.69,Abnormal cytological findings in specimens from other female genital organs
F43.0,Acute stress reaction
B19.10,Unspecified viral hepatitis B without hepatic coma
Q89.09,Congenital malformations of spleen
I24.0,Acute coronary thrombosis not resulting in myocardial infarction
S31.000?,"Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, episode of care unspecified"
E05.00,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm
H50.69,Other mechanical strabismus
K25.9,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
B96.81,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
T39.395?,"Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID], episode of care unspecified"
I45.9,"Conduction disorder, unspecified"
